"complete","volume","time","b_o","b_h","b_l","b_c","m_o","m_h","m_l","m_c","a_o","a_h","a_l","a_c"
TRUE,13,1696610510,149.196,149.197,149.191,149.191,149.204,149.205,149.198,149.198,149.211,149.213,149.206,149.206
TRUE,7,1696610515,149.191,149.191,149.19,149.19,149.199,149.199,149.197,149.198,149.207,149.207,149.204,149.206
TRUE,9,1696610525,149.19,149.19,149.189,149.19,149.197,149.198,149.196,149.196,149.204,149.207,149.203,149.203
TRUE,3,1696610530,149.19,149.19,149.189,149.189,149.197,149.197,149.196,149.197,149.204,149.205,149.204,149.205
TRUE,11,1696610535,149.189,149.189,149.188,149.189,149.196,149.198,149.196,149.196,149.204,149.206,149.203,149.204
TRUE,9,1696610540,149.189,149.189,149.178,149.178,149.196,149.196,149.186,149.186,149.202,149.203,149.192,149.193
TRUE,5,1696610545,149.177,149.177,149.174,149.176,149.184,149.184,149.18,149.184,149.191,149.192,149.187,149.192
TRUE,5,1696610550,149.174,149.177,149.174,149.176,149.182,149.184,149.182,149.184,149.191,149.192,149.191,149.192
TRUE,6,1696610555,149.174,149.174,149.17,149.17,149.182,149.182,149.177,149.178,149.191,149.191,149.184,149.185
TRUE,9,1696610560,149.17,149.171,149.167,149.169,149.177,149.178,149.174,149.176,149.184,149.184,149.181,149.183
TRUE,2,1696610565,149.168,149.168,149.166,149.166,149.176,149.176,149.174,149.174,149.183,149.183,149.183,149.183
TRUE,5,1696610570,149.164,149.165,149.164,149.164,149.172,149.173,149.172,149.172,149.181,149.181,149.181,149.181
TRUE,10,1696610575,149.165,149.169,149.159,149.169,149.172,149.176,149.167,149.176,149.18,149.182,149.175,149.182
TRUE,7,1696610580,149.171,149.171,149.17,149.17,149.178,149.179,149.176,149.177,149.185,149.187,149.183,149.184
TRUE,1,1696610585,149.166,149.166,149.166,149.166,149.174,149.174,149.174,149.174,149.182,149.182,149.182,149.182
TRUE,7,1696610590,149.168,149.175,149.166,149.175,149.174,149.184,149.174,149.183,149.181,149.192,149.181,149.191
TRUE,7,1696610595,149.175,149.176,149.174,149.176,149.182,149.184,149.18,149.184,149.189,149.192,149.187,149.191
TRUE,2,1696610600,149.177,149.179,149.177,149.179,149.184,149.186,149.184,149.186,149.191,149.192,149.191,149.192
TRUE,1,1696610605,149.179,149.179,149.179,149.179,149.186,149.186,149.186,149.186,149.193,149.193,149.193,149.193
TRUE,8,1696610610,149.18,149.18,149.17,149.17,149.186,149.186,149.177,149.177,149.193,149.193,149.184,149.184
TRUE,7,1696610615,149.167,149.17,149.167,149.169,149.176,149.177,149.175,149.176,149.184,149.184,149.183,149.183
TRUE,6,1696610620,149.175,149.175,149.173,149.174,149.182,149.182,149.18,149.182,149.188,149.19,149.188,149.189
TRUE,9,1696610625,149.173,149.18,149.173,149.179,149.181,149.186,149.181,149.186,149.189,149.194,149.189,149.194
TRUE,1,1696610630,149.178,149.178,149.178,149.178,149.186,149.186,149.186,149.186,149.194,149.194,149.194,149.194
TRUE,2,1696610635,149.176,149.176,149.175,149.175,149.184,149.184,149.183,149.183,149.193,149.193,149.191,149.191
TRUE,4,1696610640,149.175,149.175,149.174,149.175,149.184,149.184,149.182,149.183,149.192,149.192,149.191,149.191
TRUE,7,1696610645,149.171,149.171,149.165,149.17,149.178,149.178,149.174,149.177,149.184,149.184,149.182,149.184
TRUE,10,1696610650,149.169,149.179,149.169,149.179,149.176,149.186,149.176,149.186,149.183,149.193,149.183,149.193
TRUE,5,1696610655,149.18,149.181,149.178,149.181,149.187,149.188,149.184,149.188,149.194,149.195,149.191,149.195
TRUE,9,1696610660,149.179,149.187,149.179,149.183,149.186,149.194,149.186,149.19,149.192,149.202,149.192,149.198
TRUE,2,1696610665,149.183,149.183,149.182,149.182,149.191,149.191,149.189,149.189,149.199,149.199,149.196,149.196
TRUE,4,1696610670,149.182,149.182,149.178,149.179,149.19,149.19,149.186,149.186,149.197,149.197,149.194,149.194
TRUE,4,1696610675,149.179,149.179,149.177,149.177,149.187,149.187,149.185,149.185,149.195,149.195,149.193,149.193
TRUE,2,1696610680,149.18,149.18,149.18,149.18,149.188,149.188,149.188,149.188,149.195,149.196,149.195,149.196
TRUE,10,1696610685,149.18,149.19,149.18,149.19,149.188,149.198,149.188,149.198,149.195,149.205,149.195,149.205
TRUE,2,1696610700,149.189,149.19,149.189,149.19,149.198,149.198,149.198,149.198,149.206,149.206,149.206,149.206
TRUE,4,1696610705,149.188,149.19,149.188,149.189,149.196,149.198,149.196,149.198,149.204,149.206,149.204,149.206
TRUE,6,1696610710,149.187,149.188,149.186,149.187,149.195,149.196,149.194,149.196,149.203,149.204,149.202,149.204
TRUE,1,1696610715,149.189,149.189,149.189,149.189,149.196,149.196,149.196,149.196,149.204,149.204,149.204,149.204
TRUE,4,1696610720,149.19,149.191,149.19,149.19,149.197,149.198,149.197,149.198,149.204,149.205,149.204,149.205
TRUE,2,1696610725,149.189,149.191,149.189,149.191,149.197,149.198,149.197,149.198,149.205,149.206,149.205,149.206
TRUE,6,1696610730,149.19,149.19,149.188,149.189,149.197,149.198,149.196,149.197,149.204,149.205,149.203,149.205
TRUE,8,1696610745,149.191,149.191,149.178,149.179,149.198,149.198,149.186,149.186,149.205,149.205,149.194,149.194
TRUE,9,1696610750,149.177,149.184,149.177,149.183,149.186,149.191,149.186,149.19,149.194,149.198,149.194,149.196
TRUE,13,1696610755,149.183,149.184,149.18,149.181,149.19,149.19,149.188,149.188,149.197,149.197,149.194,149.195
TRUE,11,1696610760,149.181,149.183,149.179,149.181,149.188,149.19,149.186,149.188,149.194,149.196,149.194,149.195
TRUE,7,1696610765,149.18,149.181,149.179,149.18,149.188,149.188,149.187,149.188,149.195,149.195,149.195,149.195
TRUE,9,1696610770,149.178,149.181,149.178,149.181,149.186,149.188,149.185,149.188,149.194,149.195,149.192,149.195
TRUE,5,1696610775,149.178,149.178,149.174,149.174,149.185,149.185,149.181,149.182,149.192,149.192,149.188,149.189
TRUE,7,1696610780,149.179,149.179,149.177,149.178,149.186,149.187,149.184,149.185,149.194,149.195,149.192,149.192
TRUE,12,1696610785,149.178,149.178,149.17,149.17,149.186,149.186,149.178,149.178,149.193,149.193,149.185,149.185
TRUE,15,1696610790,149.172,149.177,149.171,149.171,149.178,149.184,149.178,149.178,149.185,149.19,149.185,149.185
TRUE,17,1696610795,149.171,149.174,149.17,149.17,149.178,149.182,149.178,149.178,149.186,149.189,149.185,149.185
TRUE,5,1696610800,149.17,149.174,149.17,149.174,149.178,149.181,149.178,149.181,149.186,149.188,149.185,149.188
TRUE,17,1696610805,149.173,149.174,149.17,149.171,149.18,149.181,149.178,149.178,149.188,149.188,149.184,149.186
TRUE,3,1696610810,149.171,149.172,149.17,149.17,149.179,149.18,149.178,149.178,149.187,149.187,149.186,149.186
TRUE,6,1696610815,149.171,149.181,149.171,149.181,149.178,149.188,149.178,149.188,149.186,149.196,149.186,149.196
TRUE,14,1696610820,149.181,149.181,149.179,149.181,149.188,149.189,149.186,149.189,149.195,149.197,149.192,149.197
TRUE,8,1696610825,149.181,149.182,149.181,149.182,149.188,149.19,149.188,149.19,149.196,149.197,149.196,149.197
TRUE,13,1696610830,149.182,149.183,149.182,149.182,149.189,149.19,149.189,149.189,149.196,149.197,149.196,149.196
TRUE,8,1696610835,149.183,149.183,149.182,149.182,149.19,149.19,149.189,149.19,149.197,149.198,149.196,149.197
TRUE,10,1696610840,149.182,149.182,149.179,149.181,149.189,149.19,149.186,149.188,149.196,149.197,149.193,149.196
TRUE,8,1696610845,149.182,149.182,149.18,149.182,149.188,149.19,149.186,149.19,149.195,149.198,149.193,149.198
TRUE,9,1696610850,149.18,149.183,149.18,149.183,149.188,149.19,149.186,149.19,149.195,149.197,149.193,149.197
TRUE,5,1696610855,149.184,149.184,149.182,149.184,149.19,149.191,149.189,149.191,149.197,149.198,149.196,149.198
TRUE,10,1696610860,149.185,149.191,149.185,149.186,149.192,149.198,149.192,149.193,149.198,149.205,149.198,149.2
TRUE,11,1696610865,149.183,149.188,149.183,149.186,149.191,149.196,149.19,149.193,149.199,149.203,149.198,149.2
TRUE,8,1696610870,149.186,149.186,149.181,149.181,149.194,149.194,149.188,149.188,149.201,149.201,149.194,149.195
TRUE,14,1696610875,149.182,149.193,149.179,149.192,149.189,149.2,149.186,149.199,149.196,149.206,149.192,149.206
TRUE,9,1696610880,149.191,149.195,149.191,149.193,149.198,149.202,149.198,149.2,149.205,149.208,149.205,149.208
TRUE,2,1696610885,149.193,149.195,149.193,149.195,149.2,149.202,149.2,149.202,149.207,149.208,149.207,149.208
TRUE,2,1696610890,149.201,149.201,149.199,149.199,149.208,149.208,149.206,149.206,149.214,149.214,149.212,149.212
TRUE,11,1696610895,149.2,149.204,149.197,149.201,149.206,149.21,149.204,149.208,149.213,149.217,149.21,149.214
TRUE,1,1696610900,149.197,149.197,149.197,149.197,149.204,149.204,149.204,149.204,149.21,149.21,149.21,149.21
TRUE,5,1696610905,149.199,149.199,149.196,149.197,149.206,149.206,149.203,149.204,149.212,149.212,149.21,149.21
TRUE,2,1696610910,149.196,149.197,149.196,149.197,149.203,149.204,149.203,149.204,149.21,149.21,149.21,149.21
TRUE,3,1696610915,149.196,149.197,149.196,149.197,149.203,149.204,149.203,149.204,149.21,149.211,149.21,149.211
TRUE,7,1696610920,149.201,149.204,149.201,149.204,149.208,149.21,149.208,149.21,149.214,149.217,149.214,149.217
TRUE,1,1696610925,149.203,149.203,149.203,149.203,149.21,149.21,149.21,149.21,149.216,149.216,149.216,149.216
TRUE,11,1696610930,149.2,149.204,149.198,149.2,149.206,149.21,149.205,149.206,149.213,149.217,149.212,149.213
TRUE,13,1696610935,149.199,149.2,149.195,149.196,149.206,149.206,149.202,149.203,149.212,149.214,149.208,149.21
TRUE,7,1696610940,149.198,149.198,149.195,149.196,149.204,149.204,149.202,149.203,149.211,149.211,149.208,149.21
TRUE,6,1696610945,149.196,149.197,149.196,149.196,149.202,149.204,149.202,149.202,149.209,149.21,149.209,149.209
TRUE,9,1696610950,149.197,149.198,149.196,149.198,149.204,149.204,149.204,149.204,149.211,149.211,149.21,149.211
TRUE,9,1696610955,149.197,149.205,149.196,149.196,149.204,149.212,149.203,149.203,149.211,149.218,149.21,149.21
TRUE,7,1696610960,149.197,149.202,149.197,149.202,149.204,149.209,149.204,149.208,149.21,149.216,149.21,149.215
TRUE,14,1696610965,149.201,149.202,149.199,149.2,149.208,149.209,149.206,149.207,149.214,149.216,149.212,149.214
TRUE,6,1696610970,149.2,149.205,149.2,149.205,149.206,149.212,149.206,149.212,149.213,149.218,149.213,149.218
TRUE,6,1696610975,149.203,149.204,149.203,149.204,149.21,149.21,149.21,149.21,149.216,149.217,149.216,149.217
TRUE,6,1696610980,149.203,149.204,149.203,149.204,149.21,149.21,149.21,149.21,149.216,149.217,149.216,149.217
TRUE,1,1696610990,149.206,149.206,149.206,149.206,149.212,149.212,149.212,149.212,149.219,149.219,149.219,149.219
TRUE,2,1696610995,149.204,149.204,149.202,149.202,149.21,149.21,149.208,149.208,149.217,149.217,149.215,149.215
TRUE,23,1696611000,149.204,149.204,149.196,149.196,149.21,149.21,149.203,149.203,149.217,149.217,149.21,149.21
TRUE,11,1696611005,149.196,149.199,149.196,149.198,149.204,149.206,149.204,149.205,149.211,149.213,149.21,149.212
TRUE,11,1696611010,149.196,149.204,149.196,149.204,149.203,149.21,149.203,149.21,149.21,149.217,149.21,149.217
TRUE,6,1696611020,149.205,149.205,149.205,149.205,149.212,149.213,149.212,149.212,149.219,149.221,149.218,149.22
TRUE,9,1696611025,149.205,149.205,149.203,149.205,149.212,149.213,149.21,149.212,149.219,149.221,149.216,149.22
TRUE,15,1696611030,149.205,149.205,149.204,149.204,149.213,149.213,149.211,149.212,149.221,149.221,149.218,149.221
TRUE,11,1696611035,149.204,149.204,149.204,149.204,149.212,149.212,149.21,149.211,149.22,149.221,149.217,149.218
TRUE,10,1696611040,149.204,149.205,149.2,149.205,149.212,149.213,149.207,149.213,149.221,149.221,149.214,149.221
TRUE,13,1696611045,149.205,149.216,149.205,149.214,149.214,149.222,149.213,149.22,149.222,149.229,149.22,149.227
TRUE,11,1696611050,149.207,149.217,149.206,149.207,149.214,149.224,149.214,149.216,149.221,149.23,149.221,149.224
TRUE,10,1696611055,149.207,149.207,149.207,149.207,149.214,149.215,149.214,149.214,149.222,149.223,149.22,149.22
TRUE,2,1696611060,149.207,149.207,149.207,149.207,149.214,149.214,149.214,149.214,149.221,149.221,149.22,149.22
TRUE,10,1696611065,149.207,149.207,149.207,149.207,149.214,149.214,149.214,149.214,149.221,149.222,149.22,149.22
TRUE,6,1696611070,149.207,149.207,149.206,149.207,149.214,149.214,149.212,149.214,149.221,149.221,149.219,149.22
TRUE,12,1696611075,149.207,149.216,149.207,149.215,149.214,149.222,149.214,149.222,149.221,149.229,149.221,149.228
TRUE,6,1696611080,149.216,149.216,149.208,149.208,149.222,149.222,149.214,149.215,149.229,149.229,149.221,149.222
TRUE,5,1696611085,149.208,149.208,149.206,149.207,149.214,149.214,149.212,149.214,149.221,149.221,149.219,149.22
TRUE,9,1696611090,149.208,149.217,149.208,149.217,149.215,149.224,149.214,149.224,149.222,149.23,149.221,149.23
TRUE,5,1696611095,149.217,149.218,149.217,149.218,149.224,149.225,149.224,149.225,149.231,149.232,149.23,149.232
TRUE,10,1696611100,149.218,149.218,149.21,149.21,149.224,149.224,149.217,149.218,149.231,149.231,149.224,149.225
TRUE,8,1696611105,149.21,149.214,149.21,149.214,149.217,149.221,149.217,149.221,149.224,149.228,149.224,149.228
TRUE,13,1696611110,149.214,149.219,149.214,149.218,149.222,149.226,149.222,149.226,149.229,149.234,149.229,149.233
TRUE,9,1696611115,149.218,149.218,149.214,149.215,149.225,149.226,149.222,149.223,149.232,149.233,149.23,149.231
TRUE,13,1696611120,149.215,149.219,149.215,149.218,149.222,149.226,149.222,149.225,149.23,149.234,149.23,149.232
TRUE,6,1696611125,149.216,149.217,149.216,149.216,149.224,149.224,149.224,149.224,149.232,149.232,149.231,149.231
TRUE,5,1696611130,149.216,149.217,149.216,149.216,149.224,149.224,149.224,149.224,149.232,149.232,149.231,149.232
TRUE,5,1696611135,149.215,149.217,149.215,149.215,149.224,149.224,149.224,149.224,149.232,149.232,149.232,149.232
TRUE,12,1696611140,149.216,149.219,149.215,149.216,149.224,149.226,149.223,149.224,149.232,149.234,149.23,149.231
TRUE,26,1696611145,149.218,149.227,149.218,149.219,149.225,149.234,149.225,149.226,149.232,149.241,149.232,149.234
TRUE,11,1696611150,149.219,149.221,149.214,149.214,149.227,149.228,149.222,149.222,149.235,149.235,149.23,149.23
TRUE,9,1696611155,149.215,149.215,149.211,149.211,149.222,149.222,149.218,149.218,149.23,149.23,149.225,149.226
TRUE,7,1696611160,149.211,149.216,149.211,149.215,149.219,149.223,149.218,149.222,149.227,149.23,149.226,149.23
TRUE,5,1696611165,149.216,149.217,149.215,149.216,149.223,149.224,149.222,149.223,149.23,149.23,149.23,149.23
TRUE,8,1696611170,149.215,149.221,149.215,149.219,149.222,149.228,149.222,149.226,149.23,149.235,149.23,149.234
TRUE,10,1696611175,149.221,149.226,149.22,149.225,149.228,149.232,149.227,149.232,149.234,149.239,149.234,149.239
TRUE,7,1696611180,149.224,149.226,149.224,149.226,149.232,149.232,149.232,149.232,149.239,149.239,149.239,149.239
TRUE,9,1696611185,149.225,149.228,149.225,149.226,149.232,149.235,149.232,149.233,149.239,149.242,149.239,149.24
TRUE,17,1696611190,149.229,149.234,149.226,149.23,149.236,149.242,149.234,149.236,149.243,149.249,149.242,149.243
TRUE,5,1696611195,149.232,149.233,149.231,149.233,149.239,149.241,149.238,149.241,149.246,149.249,149.246,149.249
TRUE,2,1696611200,149.233,149.233,149.232,149.232,149.24,149.24,149.24,149.24,149.248,149.248,149.248,149.248
TRUE,3,1696611205,149.233,149.234,149.233,149.234,149.24,149.242,149.24,149.242,149.248,149.249,149.248,149.249
TRUE,3,1696611210,149.235,149.235,149.234,149.235,149.242,149.242,149.242,149.242,149.249,149.249,149.249,149.249
TRUE,3,1696611215,149.234,149.237,149.234,149.237,149.242,149.244,149.242,149.244,149.249,149.25,149.249,149.25
TRUE,3,1696611220,149.235,149.235,149.235,149.235,149.242,149.242,149.242,149.242,149.249,149.25,149.249,149.249
TRUE,3,1696611225,149.235,149.239,149.235,149.238,149.242,149.246,149.242,149.246,149.25,149.253,149.25,149.253
TRUE,1,1696611230,149.237,149.237,149.237,149.237,149.245,149.245,149.245,149.245,149.253,149.253,149.253,149.253
TRUE,11,1696611235,149.238,149.239,149.237,149.238,149.246,149.246,149.245,149.246,149.253,149.253,149.253,149.253
TRUE,20,1696611240,149.243,149.247,149.239,149.244,149.251,149.254,149.246,149.252,149.259,149.261,149.252,149.259
TRUE,11,1696611245,149.243,149.245,149.239,149.245,149.251,149.252,149.246,149.252,149.259,149.26,149.254,149.26
TRUE,8,1696611250,149.244,149.246,149.244,149.246,149.252,149.254,149.252,149.254,149.26,149.261,149.259,149.261
TRUE,10,1696611255,149.245,149.246,149.242,149.246,149.253,149.254,149.25,149.254,149.261,149.262,149.257,149.262
TRUE,9,1696611260,149.246,149.246,149.243,149.244,149.254,149.254,149.251,149.252,149.261,149.261,149.259,149.259
TRUE,9,1696611265,149.244,149.245,149.243,149.245,149.252,149.254,149.251,149.254,149.26,149.262,149.259,149.262
TRUE,9,1696611270,149.246,149.246,149.245,149.246,149.254,149.254,149.252,149.254,149.261,149.262,149.26,149.262
TRUE,13,1696611275,149.246,149.247,149.246,149.246,149.254,149.256,149.254,149.254,149.261,149.264,149.261,149.262
TRUE,11,1696611280,149.245,149.246,149.242,149.246,149.252,149.254,149.25,149.254,149.26,149.262,149.258,149.262
TRUE,8,1696611285,149.246,149.247,149.243,149.244,149.254,149.254,149.252,149.252,149.261,149.262,149.26,149.26
TRUE,7,1696611290,149.245,149.245,149.244,149.245,149.252,149.254,149.252,149.254,149.26,149.262,149.26,149.262
TRUE,2,1696611295,149.246,149.246,149.246,149.246,149.254,149.254,149.254,149.254,149.262,149.262,149.261,149.261
TRUE,4,1696611300,149.246,149.248,149.246,149.248,149.254,149.255,149.254,149.254,149.262,149.262,149.261,149.261
TRUE,4,1696611305,149.246,149.247,149.246,149.246,149.254,149.254,149.253,149.254,149.261,149.261,149.26,149.261
TRUE,6,1696611310,149.249,149.249,149.246,149.248,149.256,149.256,149.254,149.256,149.263,149.264,149.262,149.264
TRUE,9,1696611315,149.246,149.247,149.245,149.245,149.254,149.255,149.253,149.253,149.262,149.263,149.261,149.261
TRUE,6,1696611320,149.246,149.246,149.243,149.244,149.254,149.254,149.251,149.252,149.261,149.261,149.259,149.26
TRUE,7,1696611325,149.244,149.247,149.244,149.247,149.252,149.256,149.252,149.255,149.261,149.264,149.26,149.263
TRUE,7,1696611330,149.256,149.257,149.256,149.256,149.264,149.265,149.264,149.264,149.271,149.273,149.271,149.271
TRUE,8,1696611335,149.256,149.257,149.255,149.257,149.264,149.264,149.264,149.264,149.272,149.272,149.271,149.272
TRUE,7,1696611340,149.257,149.259,149.255,149.255,149.265,149.267,149.263,149.264,149.273,149.275,149.271,149.272
TRUE,1,1696611350,149.256,149.256,149.256,149.256,149.264,149.264,149.264,149.264,149.272,149.272,149.272,149.272
TRUE,3,1696611355,149.255,149.256,149.254,149.254,149.264,149.264,149.262,149.262,149.272,149.272,149.271,149.271
TRUE,7,1696611360,149.256,149.256,149.255,149.255,149.264,149.264,149.263,149.263,149.272,149.272,149.271,149.271
TRUE,9,1696611365,149.255,149.259,149.255,149.257,149.264,149.267,149.264,149.265,149.272,149.275,149.272,149.273
TRUE,17,1696611370,149.258,149.264,149.256,149.264,149.266,149.272,149.264,149.272,149.273,149.28,149.272,149.28
TRUE,8,1696611375,149.264,149.264,149.264,149.264,149.272,149.272,149.272,149.272,149.281,149.281,149.279,149.281
TRUE,10,1696611380,149.268,149.273,149.268,149.269,149.276,149.28,149.276,149.276,149.285,149.288,149.284,149.284
TRUE,9,1696611385,149.269,149.269,149.254,149.254,149.276,149.276,149.262,149.262,149.283,149.283,149.27,149.27
TRUE,8,1696611390,149.255,149.256,149.254,149.256,149.262,149.264,149.262,149.263,149.27,149.272,149.269,149.27
TRUE,5,1696611395,149.256,149.257,149.256,149.256,149.264,149.264,149.264,149.264,149.272,149.272,149.271,149.272
TRUE,6,1696611400,149.257,149.262,149.257,149.26,149.264,149.27,149.264,149.268,149.272,149.277,149.272,149.276
TRUE,5,1696611405,149.261,149.266,149.261,149.266,149.268,149.274,149.268,149.274,149.276,149.282,149.276,149.282
TRUE,8,1696611410,149.269,149.278,149.269,149.277,149.278,149.286,149.278,149.284,149.286,149.293,149.286,149.292
TRUE,3,1696611415,149.278,149.278,149.275,149.275,149.285,149.285,149.283,149.283,149.292,149.292,149.291,149.291
TRUE,7,1696611420,149.274,149.274,149.263,149.263,149.282,149.282,149.27,149.27,149.289,149.289,149.278,149.278
TRUE,9,1696611425,149.261,149.264,149.26,149.26,149.268,149.272,149.268,149.268,149.276,149.279,149.275,149.275
TRUE,9,1696611430,149.263,149.263,149.258,149.258,149.272,149.272,149.266,149.266,149.28,149.28,149.273,149.274
TRUE,10,1696611435,149.261,149.265,149.261,149.265,149.268,149.274,149.268,149.273,149.276,149.282,149.276,149.281
TRUE,8,1696611440,149.263,149.264,149.26,149.264,149.272,149.272,149.268,149.272,149.28,149.281,149.277,149.281
TRUE,11,1696611445,149.264,149.264,149.255,149.255,149.272,149.272,149.263,149.263,149.28,149.28,149.271,149.271
TRUE,11,1696611450,149.255,149.258,149.254,149.258,149.264,149.266,149.262,149.266,149.272,149.275,149.271,149.275
TRUE,15,1696611455,149.263,149.265,149.259,149.263,149.271,149.273,149.268,149.271,149.279,149.281,149.276,149.279
TRUE,4,1696611460,149.265,149.266,149.265,149.265,149.273,149.274,149.273,149.274,149.281,149.283,149.281,149.282
TRUE,6,1696611465,149.259,149.266,149.259,149.265,149.268,149.274,149.268,149.274,149.277,149.282,149.277,149.282
TRUE,1,1696611470,149.265,149.265,149.265,149.265,149.273,149.273,149.273,149.273,149.281,149.281,149.281,149.281
TRUE,4,1696611475,149.263,149.264,149.262,149.262,149.271,149.272,149.27,149.27,149.279,149.279,149.279,149.279
TRUE,16,1696611480,149.262,149.266,149.26,149.266,149.27,149.274,149.268,149.274,149.278,149.282,149.277,149.282
TRUE,2,1696611490,149.265,149.266,149.265,149.266,149.274,149.274,149.274,149.274,149.282,149.282,149.282,149.282
TRUE,7,1696611495,149.267,149.276,149.265,149.276,149.276,149.282,149.274,149.282,149.284,149.289,149.282,149.289
TRUE,9,1696611500,149.274,149.276,149.274,149.276,149.282,149.284,149.282,149.284,149.289,149.292,149.289,149.292
TRUE,2,1696611515,149.276,149.28,149.276,149.28,149.284,149.288,149.284,149.288,149.293,149.296,149.293,149.296
TRUE,5,1696611520,149.28,149.28,149.28,149.28,149.288,149.288,149.288,149.288,149.297,149.297,149.295,149.296
TRUE,8,1696611525,149.279,149.279,149.278,149.278,149.286,149.286,149.286,149.286,149.294,149.295,149.293,149.294
TRUE,6,1696611530,149.278,149.278,149.277,149.277,149.286,149.286,149.285,149.285,149.293,149.294,149.293,149.293
TRUE,8,1696611535,149.277,149.278,149.277,149.277,149.286,149.286,149.284,149.285,149.294,149.294,149.292,149.293
TRUE,8,1696611540,149.277,149.277,149.273,149.277,149.286,149.286,149.281,149.284,149.294,149.294,149.289,149.292
TRUE,1,1696611545,149.277,149.277,149.277,149.277,149.285,149.285,149.285,149.285,149.293,149.293,149.293,149.293
TRUE,14,1696611550,149.284,149.289,149.28,149.289,149.291,149.296,149.288,149.296,149.298,149.305,149.296,149.303
TRUE,13,1696611555,149.289,149.292,149.289,149.289,149.297,149.299,149.296,149.296,149.305,149.306,149.304,149.304
TRUE,1,1696611560,149.289,149.289,149.289,149.289,149.297,149.297,149.297,149.297,149.305,149.305,149.305,149.305
TRUE,19,1696611565,149.295,149.296,149.286,149.288,149.304,149.304,149.294,149.296,149.312,149.312,149.302,149.304
TRUE,7,1696611570,149.287,149.288,149.284,149.284,149.296,149.296,149.292,149.292,149.304,149.304,149.301,149.301
TRUE,2,1696611575,149.286,149.286,149.284,149.284,149.294,149.294,149.292,149.292,149.301,149.301,149.301,149.301
TRUE,6,1696611580,149.286,149.288,149.284,149.286,149.294,149.296,149.292,149.294,149.302,149.304,149.301,149.302
TRUE,9,1696611585,149.284,149.285,149.277,149.278,149.292,149.293,149.286,149.286,149.301,149.301,149.294,149.294
TRUE,5,1696611590,149.282,149.282,149.279,149.28,149.289,149.29,149.286,149.288,149.296,149.298,149.294,149.296
TRUE,9,1696611595,149.286,149.287,149.285,149.285,149.294,149.295,149.293,149.293,149.302,149.303,149.301,149.301
TRUE,31,1696611600,149.284,149.285,149.277,149.278,149.292,149.292,149.285,149.285,149.301,149.301,149.292,149.292
TRUE,17,1696611605,149.278,149.284,149.278,149.284,149.286,149.292,149.285,149.292,149.293,149.301,149.292,149.3
TRUE,12,1696611610,149.284,149.284,149.273,149.273,149.292,149.292,149.282,149.282,149.299,149.3,149.29,149.29
TRUE,5,1696611615,149.275,149.276,149.274,149.274,149.283,149.284,149.282,149.282,149.291,149.291,149.291,149.291
TRUE,4,1696611620,149.275,149.276,149.274,149.274,149.283,149.284,149.282,149.282,149.291,149.293,149.291,149.291
TRUE,4,1696611625,149.276,149.279,149.275,149.279,149.284,149.286,149.283,149.286,149.291,149.294,149.291,149.294
TRUE,11,1696611630,149.279,149.279,149.272,149.276,149.286,149.286,149.279,149.283,149.293,149.294,149.286,149.29
TRUE,5,1696611635,149.276,149.276,149.274,149.275,149.284,149.284,149.282,149.282,149.291,149.291,149.29,149.29
TRUE,5,1696611640,149.275,149.275,149.27,149.27,149.283,149.283,149.278,149.278,149.291,149.291,149.285,149.286
TRUE,9,1696611645,149.275,149.276,149.274,149.274,149.283,149.284,149.282,149.282,149.291,149.292,149.29,149.29
TRUE,18,1696611650,149.275,149.275,149.266,149.266,149.282,149.282,149.274,149.274,149.29,149.29,149.282,149.282
TRUE,7,1696611655,149.265,149.266,149.264,149.264,149.274,149.274,149.272,149.272,149.282,149.282,149.281,149.281
TRUE,3,1696611660,149.266,149.267,149.266,149.267,149.274,149.276,149.274,149.275,149.282,149.285,149.282,149.283
TRUE,3,1696611665,149.266,149.267,149.266,149.266,149.274,149.275,149.274,149.274,149.283,149.283,149.283,149.283
TRUE,5,1696611670,149.264,149.264,149.259,149.259,149.272,149.272,149.266,149.266,149.281,149.281,149.274,149.274
TRUE,16,1696611675,149.26,149.264,149.259,149.264,149.267,149.272,149.267,149.272,149.274,149.281,149.274,149.279
TRUE,16,1696611680,149.266,149.266,149.261,149.262,149.274,149.274,149.27,149.27,149.281,149.282,149.278,149.279
TRUE,18,1696611685,149.263,149.265,149.252,149.255,149.271,149.272,149.26,149.262,149.279,149.279,149.267,149.27
TRUE,11,1696611690,149.254,149.256,149.252,149.253,149.262,149.264,149.261,149.262,149.271,149.272,149.27,149.27
TRUE,16,1696611695,149.254,149.255,149.244,149.25,149.262,149.262,149.252,149.258,149.27,149.27,149.261,149.265
TRUE,8,1696611700,149.249,149.249,149.243,149.244,149.256,149.256,149.251,149.252,149.263,149.263,149.259,149.26
TRUE,6,1696611705,149.247,149.252,149.247,149.252,149.254,149.26,149.254,149.26,149.26,149.267,149.26,149.267
TRUE,7,1696611710,149.251,149.255,149.251,149.254,149.259,149.262,149.259,149.262,149.267,149.271,149.267,149.27
TRUE,3,1696611715,149.254,149.255,149.254,149.255,149.263,149.264,149.263,149.263,149.272,149.272,149.271,149.271
TRUE,5,1696611720,149.255,149.256,149.254,149.255,149.264,149.264,149.262,149.264,149.272,149.272,149.271,149.272
